time,open,high,low,close,volume
2023-12-30 00:15:00,3145000.0,3145000.0,3131000.0,3133000.0,410.74093242
2023-12-30 00:30:00,3134000.0,3139000.0,3109000.0,3120000.0,484.16601223
2023-12-30 00:45:00,3121000.0,3122000.0,3100000.0,3114000.0,615.93228504
2023-12-30 01:00:00,3111000.0,3120000.0,3101000.0,3101000.0,194.95917688
2023-12-30 01:15:00,3103000.0,3109000.0,3080000.0,3101000.0,766.20625419
2023-12-30 01:30:00,3102000.0,3106000.0,3095000.0,3100000.0,133.57103465
2023-12-30 01:45:00,3100000.0,3102000.0,3080000.0,3082000.0,300.32105341
2023-12-30 02:00:00,3085000.0,3098000.0,3080000.0,3090000.0,540.88304438
2023-12-30 02:15:00,3090000.0,3100000.0,3084000.0,3084000.0,189.40217143
2023-12-30 02:30:00,3084000.0,3089000.0,3080000.0,3081000.0,163.27922773
2023-12-30 02:45:00,3081000.0,3095000.0,3079000.0,3094000.0,301.33485783
2023-12-30 03:00:00,3094000.0,3099000.0,3090000.0,3098000.0,95.81551269
2023-12-30 03:15:00,3098000.0,3100000.0,3095000.0,3097000.0,164.44352173
2023-12-30 03:30:00,3097000.0,3107000.0,3096000.0,3107000.0,133.86899389
2023-12-30 03:45:00,3108000.0,3109000.0,3096000.0,3108000.0,894.35844314
2023-12-30 04:00:00,3108000.0,3109000.0,3100000.0,3105000.0,102.56977017
2023-12-30 04:15:00,3105000.0,3111000.0,3103000.0,3109000.0,32.98203713
2023-12-30 04:30:00,3109000.0,3111000.0,3107000.0,3108000.0,49.52503149
2023-12-30 04:45:00,3107000.0,3111000.0,3104000.0,3110000.0,32.02551598
2023-12-30 05:00:00,3110000.0,3110000.0,3100000.0,3103000.0,76.24288892
2023-12-30 05:15:00,3102000.0,3102000.0,3091000.0,3094000.0,60.04973528
2023-12-30 05:30:00,3094000.0,3096000.0,3086000.0,3088000.0,92.12679321
2023-12-30 05:45:00,3088000.0,3099000.0,3086000.0,3099000.0,62.53268732
2023-12-30 06:00:00,3095000.0,3104000.0,3087000.0,3102000.0,88.38832157
2023-12-30 06:15:00,3102000.0,3104000.0,3086000.0,3088000.0,130.86121974
2023-12-30 06:30:00,3088000.0,3093000.0,3084000.0,3092000.0,150.82619727
2023-12-30 06:45:00,3092000.0,3092000.0,3069000.0,3073000.0,486.51692501
