time,open,high,low,close,volume
2025-04-21 18:05:00,201900.0,201950.0,201450.0,201600.0,2008.69741501
2025-04-21 18:10:00,201450.0,201450.0,200750.0,200950.0,2084.3586739
2025-04-21 18:15:00,200900.0,200900.0,200450.0,200500.0,1359.49625934
2025-04-21 18:20:00,200500.0,201200.0,200500.0,201200.0,883.60911873
2025-04-21 18:25:00,201200.0,201250.0,200600.0,200700.0,1260.98161379
2025-04-21 18:30:00,200600.0,200900.0,200300.0,200400.0,2455.73679543
2025-04-21 18:35:00,200300.0,200700.0,200150.0,200600.0,1263.12910921
2025-04-21 18:40:00,200650.0,200850.0,200400.0,200500.0,401.41552206
2025-04-21 18:45:00,200500.0,200900.0,200500.0,200750.0,490.87524642
2025-04-21 18:50:00,200750.0,200800.0,200550.0,200800.0,420.3945624
2025-04-21 18:55:00,200800.0,200850.0,200650.0,200850.0,271.2469118
2025-04-21 19:00:00,200850.0,201100.0,200700.0,200750.0,2031.71366306
2025-04-21 19:05:00,200750.0,200850.0,200300.0,200300.0,1301.84965495
2025-04-21 19:10:00,200300.0,200600.0,200250.0,200500.0,747.914664
2025-04-21 19:15:00,200550.0,200900.0,200500.0,200500.0,711.8017091
2025-04-21 19:20:00,200500.0,200600.0,200400.0,200400.0,1157.75519954
2025-04-21 19:25:00,200400.0,200400.0,200000.0,200000.0,3129.84640785
2025-04-21 19:30:00,200050.0,200150.0,199950.0,200000.0,2037.02152882
2025-04-21 19:35:00,200000.0,200500.0,200000.0,200150.0,951.11159925
2025-04-21 19:40:00,200200.0,200200.0,200000.0,200100.0,555.39377876
2025-04-21 19:45:00,200100.0,200350.0,200000.0,200350.0,429.22614933
2025-04-21 19:50:00,200350.0,200650.0,200300.0,200600.0,1405.02391122
2025-04-21 19:55:00,200650.0,201000.0,200600.0,200900.0,727.5385961
2025-04-21 20:00:00,200850.0,200900.0,200150.0,200200.0,1797.23798987
2025-04-21 20:05:00,200200.0,200450.0,200200.0,200450.0,363.14375279
2025-04-21 20:10:00,200400.0,200550.0,199900.0,200050.0,1440.20951871
2025-04-21 20:15:00,200050.0,200050.0,199300.0,199300.0,4592.06740372
2025-04-21 20:20:00,199400.0,199450.0,198600.0,198600.0,4781.68417909
2025-04-21 20:25:00,198700.0,199400.0,198600.0,199400.0,1743.42952778
2025-04-21 20:30:00,199400.0,199600.0,199150.0,199600.0,1732.76389868
2025-04-21 20:35:00,199600.0,199800.0,199400.0,199450.0,1521.19487289
2025-04-21 20:40:00,199450.0,199900.0,199400.0,199800.0,694.18447242
2025-04-21 20:45:00,199900.0,200000.0,199650.0,199800.0,1023.61564195
2025-04-21 20:50:00,199800.0,199950.0,199600.0,199650.0,1635.38877496
2025-04-21 20:55:00,199650.0,199750.0,199350.0,199400.0,1562.84946954
2025-04-21 21:00:00,199400.0,199550.0,199300.0,199300.0,1497.85557196
2025-04-21 21:05:00,199300.0,199950.0,199250.0,199950.0,1421.25273484
2025-04-21 21:10:00,199950.0,200100.0,199800.0,200100.0,1302.65478082
2025-04-21 21:15:00,200100.0,200100.0,199550.0,199550.0,2167.13728821
2025-04-21 21:20:00,199650.0,200000.0,199500.0,199650.0,851.81548156
2025-04-21 21:25:00,199700.0,199700.0,199200.0,199200.0,1267.87424655
2025-04-21 21:30:00,199200.0,199550.0,198900.0,199200.0,1788.74060832
2025-04-21 21:35:00,199200.0,199450.0,198900.0,199400.0,998.24721081
2025-04-21 21:40:00,199250.0,199500.0,198750.0,198900.0,2179.45472465
2025-04-21 21:45:00,198850.0,199200.0,198800.0,198900.0,1598.46682282
